3.532391,931.955246,213825916.761267,173024.185110,210.462987,0.000000,0.000000,0.000000,0.000000
3.012213,1665.491286,353866370.467196,248064.188405,246.462987,0.000000,0.000000,0.000000,0.000000
1.934886,600.322490,219833979.851393,156186.392465,236.007143,0.000000,0.000000,0.000000,0.000000
0.647848,378.546046,90327712.618186,66272.893843,206.735065,0.000000,0.000000,0.000000,0.000000
0.635864,529.354080,162205641.595839,95024.665539,205.279221,0.000000,0.000000,0.000000,0.000000
0.433599,631.301238,115851589.445015,68536.341834,206.521861,0.000000,0.000000,0.000000,0.000000
0.331413,224.422793,56356357.287998,39680.715135,202.793939,0.000000,0.000000,0.000000,0.000000
0.270090,423.255253,109501712.258724,55296.816960,175.066017,0.000000,0.000000,0.000000,0.000000
0.214707,489.549703,83238268.280118,44413.252333,183.764502,0.000000,0.000000,0.000000,0.000000
0.014891,31.281230,10497461.779913,4693.418206,169.066017,0.000000,0.000000,0.000000,0.000000
0.004195,2.076872,46.800000,32.400000,152.095454,0.000000,0.000000,0.000000,0.000000
0.002913,1.442272,32.500000,22.500000,136.580736,0.000000,0.000000,0.000000,0.000000
0.002160,7.046790,2644502.479870,1080.916365,160.279221,0.000000,0.000000,0.000000,0.000000
0.002104,4.978515,2839560.825127,1110.634933,126.338095,0.000000,0.000000,0.000000,0.000000
0.002097,1.038436,23.404651,16.200004,111.852814,0.000000,0.000000,0.000000,0.000000
0.002097,1.038436,23.400085,16.200000,110.610173,0.000000,0.000000,0.000000,0.000000
0.002097,1.038436,23.400001,16.200000,98.095454,0.000000,0.000000,0.000000,0.000000
0.002097,1.038436,23.400000,16.200000,53.183766,0.000000,0.000000,0.000000,0.000000
0.000480,0.813845,296797.841287,136.291773,113.610173,0.000000,0.000000,0.000000,0.000000
0.000129,0.749011,17122.909391,23.986697,104.610173,0.000000,0.000000,0.000000,0.000000
0.000121,3.383008,622902.302325,197.339981,123.852814,0.000000,0.000000,0.000000,0.000000
3.775522,7.000000,0.002211,50.387189,0.070641,102.338095,0.000000,0.000000,0.000000
3.639358,8.000000,0.000971,157.913650,0.051951,73.154329,0.000000,0.000000,0.000000
3.079145,26.000000,8.399651,22.000000,1.599780,16.000000,5.044681,20.000000,50.698485
